region,year,ndvi_mean
Sitapur_UP,2006,0.4162210913981981
Sitapur_UP,2007,0.4474049811620598
Sitapur_UP,2008,0.4140935112128966
Sitapur_UP,2009,0.4526555387478771
Sitapur_UP,2010,0.4305992782575352
Sitapur_UP,2011,0.4502667733988527
Sitapur_UP,2012,0.4284384656465769
Sitapur_UP,2013,0.4521123534878466
Sitapur_UP,2014,0.4652698237163231
Sitapur_UP,2015,0.4648079091482714
Sitapur_UP,2016,0.425428203353533
Sitapur_UP,2017,0.4814982119370057
Sitapur_UP,2018,0.4621370083425247
Sitapur_UP,2019,0.5066032674686725
Sitapur_UP,2020,0.5154446204252744
Sitapur_UP,2021,0.5009324186951606
Sitapur_UP,2022,0.5246548020111516
Sitapur_UP,2023,0.5454425410762598
Story_IA,2000,0.4184516216030947
Story_IA,2001,0.3759492221738642
Story_IA,2002,0.4332302983568603
Story_IA,2003,0.3873596893695707
Story_IA,2004,0.4134458215028858
Story_IA,2005,0.390606333474895
Story_IA,2006,0.4349767917273064
Story_IA,2007,0.3782757890639034
Story_IA,2008,0.3581931022109068
Story_IA,2009,0.3929645564707011
Story_IA,2010,0.3776005196337789
Story_IA,2011,0.4109836302643451
Story_IA,2012,0.4144724540974051
Story_IA,2013,0.371346286988671
Story_IA,2014,0.4076509813113826
Story_IA,2015,0.4239121369568877
Story_IA,2016,0.4192763301412242
Story_IA,2017,0.4379291842721991
Story_IA,2018,0.4215177976889677
Story_IA,2019,0.419649817540074
Story_IA,2020,0.4070967342376079
Story_IA,2021,0.4168178674897434
Story_IA,2022,0.406052526510014
Story_IA,2023,0.1240268213192295
Thanjavur_TN,2000,0.4609477533461696
Thanjavur_TN,2001,0.4712187328750707
Thanjavur_TN,2002,0.4519878432364216
Thanjavur_TN,2003,0.4634698701690631
Thanjavur_TN,2004,0.4852327497036047
Thanjavur_TN,2005,0.5090980241297673
Thanjavur_TN,2006,0.4893850266519301
Thanjavur_TN,2007,0.5034643556134161
Thanjavur_TN,2008,0.4986447878785636
Thanjavur_TN,2009,0.4772285491715129
Thanjavur_TN,2010,0.5135252760478132
Thanjavur_TN,2011,0.5121979430493786
Thanjavur_TN,2012,0.4627588097499778
Thanjavur_TN,2013,0.4773323271710977
Thanjavur_TN,2014,0.4496979411092289
Thanjavur_TN,2015,0.5218499977269222
Thanjavur_TN,2016,0.4850564643455258
Thanjavur_TN,2017,0.5049207557595117
Thanjavur_TN,2018,0.4907847175982749
Thanjavur_TN,2019,0.4804980164414991
Thanjavur_TN,2020,0.5338882560505701
Thanjavur_TN,2021,0.5200975845161406
Thanjavur_TN,2022,0.5432269744519553
Thanjavur_TN,2023,0.631850593709617
Yolo_CA,2000,0.4307773318144504
Yolo_CA,2001,0.4339500701073588
Yolo_CA,2002,0.4442603425208289
Yolo_CA,2003,0.4580485611535369
Yolo_CA,2004,0.4613245125714901
Yolo_CA,2005,0.4634591640236359
Yolo_CA,2006,0.462162185390427
Yolo_CA,2007,0.4601627514721531
Yolo_CA,2008,0.4502032148396884
Yolo_CA,2009,0.4332773858149688
Yolo_CA,2010,0.4606720021050263
Yolo_CA,2011,0.4464975891101062
Yolo_CA,2012,0.4425805161965501
Yolo_CA,2013,0.4261563500444892
Yolo_CA,2014,0.3988332474970099
Yolo_CA,2015,0.4195880140514061
Yolo_CA,2016,0.4443192404371324
Yolo_CA,2017,0.4252535650708754
Yolo_CA,2018,0.4430123947621932
Yolo_CA,2019,0.4628999498954688
Yolo_CA,2020,0.4557511720541898
Yolo_CA,2021,0.4424442611301569
Yolo_CA,2022,0.4532588382582631
Yolo_CA,2023,0.4092199659086704
