year,solar_mean,rain_total,humidity_mean,temp_mean,wind_mean,region,ndvi_mean,crop,yield
2004,19.45,-999.0,73.02,27.62,2.99,Thanjavur_TN,0.4852327497036047,wheat,2.496144
2005,19.47,-999.0,72.24,28.16,2.93,Thanjavur_TN,0.5090980241297673,wheat,2.393472184
2006,19.69,-999.0,71.66,27.94,3.0,Thanjavur_TN,0.4893850266519301,wheat,2.409296184
2007,19.71,-999.0,70.19,28.07,2.85,Thanjavur_TN,0.5034643556134161,wheat,2.4912680000000003
2008,19.66,-999.0,73.44,27.56,2.76,Thanjavur_TN,0.4986447878785636,wheat,2.578024
2009,19.99,-999.0,68.63,28.45,2.98,Thanjavur_TN,0.4772285491715129,wheat,2.6745321840000003
2010,19.27,-999.0,73.7,27.98,2.7,Thanjavur_TN,0.5135252760478132,wheat,2.612340184
2011,19.54,-999.0,71.35,27.92,2.97,Thanjavur_TN,0.5121979430493786,wheat,2.749512276
2012,19.99,-999.0,70.06,28.23,2.89,Thanjavur_TN,0.4627588097499778,wheat,2.923300184
2013,19.54,-999.0,68.09,28.56,3.13,Thanjavur_TN,0.4773323271710977,wheat,2.901496184
2014,19.17,-999.0,69.06,28.38,3.04,Thanjavur_TN,0.4496979411092289,wheat,2.894044184
2015,19.55,-999.0,72.3,28.12,2.8,Thanjavur_TN,0.5218499977269222,wheat,2.5296321840000004
2016,20.01,-999.0,68.33,28.62,2.72,Thanjavur_TN,0.4850564643455258,wheat,2.791188
2017,19.28,-999.0,70.1,28.45,2.78,Thanjavur_TN,0.5049207557595117,wheat,2.943908184
2018,18.9,-999.0,71.17,28.1,2.93,Thanjavur_TN,0.4907847175982749,wheat,3.098744
2019,19.57,-999.0,70.04,28.78,2.87,Thanjavur_TN,0.4804980164414991,wheat,3.250728
2020,19.04,-999.0,72.07,28.31,2.77,Thanjavur_TN,0.5338882560505701,wheat,3.1646162760000003
2021,18.66,-999.0,76.69,27.59,2.63,Thanjavur_TN,0.5200975845161406,wheat,3.239136
2022,18.6,-999.0,75.44,27.7,2.61,Thanjavur_TN,0.5432269744519553,wheat,3.254316
2023,19.14,-999.0,72.0,28.4,2.76,Thanjavur_TN,0.631850593709617,wheat,3.239044184
2000,18.35,-999.0,65.74,15.71,2.13,Yolo_CA,0.4307773318144504,maize,9.021801600000002
2001,19.06,-999.0,61.96,16.39,2.32,Yolo_CA,0.4339500701073588,maize,9.10747215
2002,19.1,-999.0,62.46,15.91,2.21,Yolo_CA,0.4442603425208289,maize,8.520956850000001
2003,18.55,-999.0,64.64,16.3,2.11,Yolo_CA,0.4580485611535369,maize,9.37107465
2004,19.09,-999.0,63.79,16.33,2.31,Yolo_CA,0.4613245125714901,maize,10.5638778
2005,18.24,-999.0,66.87,15.93,2.21,Yolo_CA,0.4634591640236359,maize,9.74670795
2006,18.31,-999.0,67.47,15.33,2.12,Yolo_CA,0.462162185390427,maize,9.8257908
2007,19.4,-999.0,61.72,15.7,2.28,Yolo_CA,0.4601627514721531,maize,9.93123075
2008,19.19,-999.0,60.63,15.92,2.32,Yolo_CA,0.4502032148396884,maize,10.102572900000002
2009,18.98,-999.0,62.63,15.67,2.26,Yolo_CA,0.4332773858149688,maize,10.8340701
2010,18.07,-999.0,68.5,15.04,2.26,Yolo_CA,0.4606720021050263,maize,10.0564422
2011,18.41,-999.0,67.16,14.55,2.26,Yolo_CA,0.4464975891101062,maize,9.6742191
2012,19.0,-999.0,61.97,15.9,2.4,Yolo_CA,0.4425805161965501,maize,8.11237245
2013,19.8,-999.0,58.2,16.05,2.34,Yolo_CA,0.4261563500444892,maize,10.4188959
2014,18.71,-999.0,60.66,17.31,2.25,Yolo_CA,0.3988332474970099,maize,11.26901475
2015,18.95,-999.0,63.22,16.73,2.32,Yolo_CA,0.4195880140514061,maize,11.0976726
2016,18.7,-999.0,68.18,15.95,2.31,Yolo_CA,0.4443192404371324,maize,11.50625805
2017,18.5,-999.0,66.67,15.99,2.33,Yolo_CA,0.4252535650708754,maize,11.63805825
2018,18.98,-999.0,61.73,16.18,2.28,Yolo_CA,0.4430123947621932,maize,11.6248776
2019,18.51,-999.0,66.49,15.77,2.32,Yolo_CA,0.4628999498954688,maize,11.0383623
2020,18.89,-999.0,57.38,17.14,2.26,Yolo_CA,0.4557511720541898,maize,11.295375
2021,19.19,-999.0,60.39,16.46,2.46,Yolo_CA,0.4424442611301569,maize,11.64464805
2022,19.45,-999.0,60.14,16.47,2.38,Yolo_CA,0.4532588382582631,maize,11.4271752
2023,18.57,-999.0,68.44,15.37,2.3,Yolo_CA,0.4092199659086704,maize,11.68418895
2000,18.35,-999.0,65.74,15.71,2.13,Yolo_CA,0.4307773318144504,wheat,2.96499
2001,19.06,-999.0,61.96,16.39,2.32,Yolo_CA,0.4339500701073588,wheat,2.83689
2002,19.1,-999.0,62.46,15.91,2.21,Yolo_CA,0.4442603425208289,wheat,2.4745352100000004
2003,18.55,-999.0,64.64,16.3,2.11,Yolo_CA,0.4580485611535369,wheat,3.1197600000000003
2004,19.09,-999.0,63.79,16.33,2.31,Yolo_CA,0.4613245125714901,wheat,3.0477303150000004
2005,18.24,-999.0,66.87,15.93,2.21,Yolo_CA,0.4634591640236359,wheat,2.9642553150000004
2006,18.31,-999.0,67.47,15.33,2.12,Yolo_CA,0.462162185390427,wheat,2.7285301050000004
2007,19.4,-999.0,61.72,15.7,2.28,Yolo_CA,0.4601627514721531,wheat,2.8398303150000004
2008,19.19,-999.0,60.63,15.92,2.32,Yolo_CA,0.4502032148396884,wheat,3.16837521
2009,18.98,-999.0,62.63,15.67,2.26,Yolo_CA,0.4332773858149688,wheat,3.1391850000000003
2010,18.07,-999.0,68.5,15.04,2.26,Yolo_CA,0.4606720021050263,wheat,3.27253521
2011,18.41,-999.0,67.16,14.55,2.26,Yolo_CA,0.4464975891101062,wheat,3.08931021
2012,19.0,-999.0,61.97,15.9,2.4,Yolo_CA,0.4425805161965501,wheat,3.27117
2013,19.8,-999.0,58.2,16.05,2.34,Yolo_CA,0.4261563500444892,wheat,3.3256652100000004
2014,18.71,-999.0,60.66,17.31,2.25,Yolo_CA,0.3988332474970099,wheat,3.08469021
2015,18.95,-999.0,63.22,16.73,2.32,Yolo_CA,0.4195880140514061,wheat,3.076395
2016,18.7,-999.0,68.18,15.95,2.31,Yolo_CA,0.4443192404371324,wheat,3.717840315
2017,18.5,-999.0,66.67,15.99,2.33,Yolo_CA,0.4252535650708754,wheat,3.273375
2018,18.98,-999.0,61.73,16.18,2.28,Yolo_CA,0.4430123947621932,wheat,3.36052521
2019,18.51,-999.0,66.49,15.77,2.32,Yolo_CA,0.4628999498954688,wheat,3.648330315
2020,18.89,-999.0,57.38,17.14,2.26,Yolo_CA,0.4557511720541898,wheat,3.508785
2021,19.19,-999.0,60.39,16.46,2.46,Yolo_CA,0.4424442611301569,wheat,3.12952521
2022,19.45,-999.0,60.14,16.47,2.38,Yolo_CA,0.4532588382582631,wheat,3.282825105
2023,18.57,-999.0,68.44,15.37,2.3,Yolo_CA,0.4092199659086704,wheat,3.432870105
